id,label,label_text,text,lang,language
7254,general_quirky,general_quirky,我该怎么买那个票,zh-CN,zh-CN
7256,calendar_query,calendar_query,我的下一次预约是什么时候我应该联系谁来重新安排日程,zh-CN,zh-CN
7259,calendar_set,calendar_set,请提醒我十分钟内将咖啡从炉子上拿下来,zh-CN,zh-CN
7261,calendar_set,calendar_set,明天下午三点会议提前三十分钟提醒我,zh-CN,zh-CN
7263,calendar_set,calendar_set,我完成了一次,zh-CN,zh-CN
7264,calendar_query,calendar_query,本周我有什么会议吗,zh-CN,zh-CN
7265,calendar_query,calendar_query,显示我的议程,zh-CN,zh-CN
7267,calendar_set,calendar_set,嗨确保我在十二日参加韩梅梅的生日聚会,zh-CN,zh-CN
7268,calendar_set,calendar_set,标记萨拉斯的生日聚会在十二号,zh-CN,zh-CN
7269,calendar_set,calendar_set,标记十二日韩梅梅的生日派对,zh-CN,zh-CN
7270,calendar_set,calendar_set,帮我安排参加十二日韩梅梅的生日聚会,zh-CN,zh-CN
7271,calendar_query,calendar_query,我的日程上有什么安排,zh-CN,zh-CN
7272,calendar_set,calendar_set,提前五分钟提醒我晚上的会议,zh-CN,zh-CN
7273,calendar_set,calendar_set,提醒我所有我的微信朋友的生日,zh-CN,zh-CN
7274,calendar_set,calendar_set,提前提醒我我的周年纪念日,zh-CN,zh-CN
7275,calendar_query,calendar_query,向我显示待决会议的列表,zh-CN,zh-CN
7276,calendar_query,calendar_query,告诉我昨天过生日而我没有给祝福的朋友的名单,zh-CN,zh-CN
7277,alarm_set,alarm_set,设个七点的工作闹钟,zh-CN,zh-CN
7280,calendar_query,calendar_query,我今天有什么事,zh-CN,zh-CN
7281,calendar_query,calendar_query,我今天几点有预约,zh-CN,zh-CN
7282,calendar_query,calendar_query,今天我的日程安排繁忙吗,zh-CN,zh-CN
7283,calendar_remove,calendar_remove,删除我的一点半的预约,zh-CN,zh-CN
7284,calendar_remove,calendar_remove,删除我的牙医预约,zh-CN,zh-CN
7285,calendar_remove,calendar_remove,删除所有即将举行的瑜伽课程,zh-CN,zh-CN
7286,calendar_set,calendar_set,请提前提醒我下周的会议,zh-CN,zh-CN
7288,calendar_set,calendar_set,提前通知我妻子的生日,zh-CN,zh-CN
7290,calendar_remove,calendar_remove,删除我今天所有的预约,zh-CN,zh-CN
7296,calendar_remove,calendar_remove,如果可以的话移除我的事件,zh-CN,zh-CN
7297,calendar_remove,calendar_remove,我的清除它,zh-CN,zh-CN
7298,calendar_set,calendar_set,请告诉我下午五点钟我有会议,zh-CN,zh-CN
7299,calendar_set,calendar_set,设置一个给明天上午九点会议的提醒,zh-CN,zh-CN
7301,calendar_set,calendar_set,请组织一个和我的公司员工的会议,zh-CN,zh-CN
7302,calendar_set,calendar_set,关于本周一个小时会议的有什么好时间的建议,zh-CN,zh-CN
7303,calendar_set,calendar_set,让我们在周二的日历上建些东西,zh-CN,zh-CN
7306,calendar_set,calendar_set,建一个新的每星期五中午的事件,zh-CN,zh-CN
7307,calendar_remove,calendar_remove,清除本月所有的活动,zh-CN,zh-CN
7308,calendar_remove,calendar_remove,删除我的日历,zh-CN,zh-CN
7311,calendar_set,calendar_set,在星期四一点钟添加和劳拉的午餐,zh-CN,zh-CN
7313,calendar_set,calendar_set,周日和爸爸妈妈一起去教堂,zh-CN,zh-CN
7315,calendar_query,calendar_query,我有什么预定吗,zh-CN,zh-CN
7318,calendar_set,calendar_set,你能加上接下来的事件我会在夏威夷吗,zh-CN,zh-CN
7320,calendar_query,calendar_query,今天下午两点到四点之间有什么事件,zh-CN,zh-CN
7321,calendar_query,calendar_query,今天下午两点到四点之间我所在的城市将会发生什么事件,zh-CN,zh-CN
7322,calendar_set,calendar_set,在我的日历上记下下周二作为李雷的生日,zh-CN,zh-CN
7323,calendar_set,calendar_set,请在我的日历上添加这个星期五下午六点与李家仁医生的预约,zh-CN,zh-CN
7324,calendar_set,calendar_set,三月十五日舞蹈表演,zh-CN,zh-CN
7325,calendar_set,calendar_set,三月十七日后海马赛提前一天通知我,zh-CN,zh-CN
7326,calendar_set,calendar_set,三月十一日提醒我的预约,zh-CN,zh-CN
7327,calendar_remove,calendar_remove,删除我的日历中的所有内容,zh-CN,zh-CN
7328,calendar_remove,calendar_remove,从我的日历上删除所有的事件,zh-CN,zh-CN
7329,calendar_set,calendar_set,请在玛利亚的生日前两天通知她,zh-CN,zh-CN
7330,calendar_set,calendar_set,请在我的化学考试前三天提醒我,zh-CN,zh-CN
7331,iot_wemo_off,iot_wemo_off,为了节省电力当你离开房间关闭无线网络,zh-CN,zh-CN
7332,calendar_set,calendar_set,给你丢失的安卓手机发短信将铃声音量调高百分之一,zh-CN,zh-CN
7333,calendar_set,calendar_set,在我的日历上添加事件,zh-CN,zh-CN
7334,calendar_set,calendar_set,定下和谁在什么时间地点我的活动,zh-CN,zh-CN
7335,calendar_set,calendar_set,记录我和别人一起事项时间地点,zh-CN,zh-CN
7336,calendar_query,calendar_query,我下周有什么安排,zh-CN,zh-CN
7337,calendar_query,calendar_query,明天我的日历上有什么安排,zh-CN,zh-CN
7338,calendar_query,calendar_query,我今晚有多少计划,zh-CN,zh-CN
7339,calendar_remove,calendar_remove,删除明天的会议,zh-CN,zh-CN
7340,calendar_remove,calendar_remove,取消我的明天的会议,zh-CN,zh-CN
7342,calendar_remove,calendar_remove,车看日程表上的活动并且删除下一个活动,zh-CN,zh-CN
7343,calendar_remove,calendar_remove,删除我的日历上所有的东西,zh-CN,zh-CN
7344,calendar_remove,calendar_remove,删除日历上所有事件,zh-CN,zh-CN
7346,calendar_set,calendar_set,在我的日历上添加七月十二日是李雷的生日,zh-CN,zh-CN
7347,calendar_set,calendar_set,七月十二日是宝拉的生日我的日历要更新这个日期,zh-CN,zh-CN
7348,calendar_set,calendar_set,将救赎主基督教会中三月发生的所有活动添加到我的日历中,zh-CN,zh-CN
7349,calendar_set,calendar_set,所有在青岛的三月活动将被添加到我的日历,zh-CN,zh-CN
7350,calendar_set,calendar_set,我的日程表将与所有的青岛活动事件在三月更新,zh-CN,zh-CN
7352,calendar_set,calendar_set,请你在我的日程表上记一下林家俊和他的妻子明天下午四点与我们见面,zh-CN,zh-CN
7354,weather_query,weather_query,可以告诉我明天上海的天气情况吗,zh-CN,zh-CN
7356,calendar_set,calendar_set,三十分钟开车到公园,zh-CN,zh-CN
7358,calendar_query,calendar_query,列出我的日历上三月所有的事件,zh-CN,zh-CN
7359,calendar_query,calendar_query,我必须把三月日历上的事件列出来,zh-CN,zh-CN
7360,calendar_remove,calendar_remove,删除下一个婚礼活动,zh-CN,zh-CN
7361,calendar_remove,calendar_remove,请删掉下一个生日活动,zh-CN,zh-CN
7362,calendar_remove,calendar_remove,删除下一个订婚事件,zh-CN,zh-CN
7363,calendar_remove,calendar_remove,转到日历删除二零一七年三月二十七日的第三个事件,zh-CN,zh-CN
7364,calendar_remove,calendar_remove,删掉二零一七年三月二十三日的第一个事项,zh-CN,zh-CN
7366,calendar_set,calendar_set,请在二零一七年三月三十一日设置丽颖婚礼提醒,zh-CN,zh-CN
7368,calendar_set,calendar_set,将三月的所有青岛活动添加到我的日历中,zh-CN,zh-CN
7369,calendar_set,calendar_set,所有足球比赛事项需要加入我的日历,zh-CN,zh-CN
7370,calendar_set,calendar_set,我的日程表将与所有的青岛三月活动更新,zh-CN,zh-CN
7371,calendar_query,calendar_query,我本月有什么安排的活动,zh-CN,zh-CN
7372,calendar_query,calendar_query,本周我有什么约会或会议要参加,zh-CN,zh-CN
7375,calendar_query,calendar_query,三月有哪些会议,zh-CN,zh-CN
7376,calendar_query,calendar_query,三月合适的会议有哪些,zh-CN,zh-CN
7377,calendar_set,calendar_set,本月的周二和妈妈一起吃午餐,zh-CN,zh-CN
7378,calendar_set,calendar_set,把医生预约安排在星期五,zh-CN,zh-CN
7379,calendar_query,calendar_query,请显示今天与客户的会议,zh-CN,zh-CN
7382,calendar_query,calendar_query,我的日历上有超过两位医生的预约吗,zh-CN,zh-CN
7383,calendar_set,calendar_set,设置一个十月二十日上午十点三十的会议,zh-CN,zh-CN
7384,calendar_set,calendar_set,为十月二十日的会议列一份管理人员的名单,zh-CN,zh-CN
7385,calendar_set,calendar_set,提醒我给所有参与者打电话,zh-CN,zh-CN
7386,calendar_query,calendar_query,告诉我我的提醒,zh-CN,zh-CN
7387,calendar_query,calendar_query,我有多少待处理的提醒,zh-CN,zh-CN
7388,calendar_query,calendar_query,我想看我的每一个待处理的提醒,zh-CN,zh-CN
7389,calendar_remove,calendar_remove,请移除日程上周五晚上九点晚餐约会的日程,zh-CN,zh-CN
7390,calendar_remove,calendar_remove,取消本周的牙医预约,zh-CN,zh-CN
7391,calendar_remove,calendar_remove,我明天不再和妈妈一起吃午餐了,zh-CN,zh-CN
7392,calendar_query,calendar_query,我明天必须做什么,zh-CN,zh-CN
7393,calendar_query,calendar_query,我的日历上有什么,zh-CN,zh-CN
7394,calendar_query,calendar_query,接下来是什么,zh-CN,zh-CN
7395,calendar_query,calendar_query,这个月的日程安排有哪些活动,zh-CN,zh-CN
7396,calendar_query,calendar_query,本周有任何日程安排吗,zh-CN,zh-CN
7398,calendar_set,calendar_set,在日历上加上新年快乐,zh-CN,zh-CN
7399,calendar_set,calendar_set,在日历上创建新的事件约翰的生日,zh-CN,zh-CN
7400,calendar_set,calendar_set,在日历中添加圣诞节,zh-CN,zh-CN
7403,calendar_set,calendar_set,下周和家人一起庆祝新年,zh-CN,zh-CN
7404,calendar_set,calendar_set,创建一个事件与地点家和事件新年前夜,zh-CN,zh-CN
7405,calendar_set,calendar_set,在日历里创建约翰的生日为重复的事件,zh-CN,zh-CN
7406,calendar_set,calendar_set,在日历上设定重复的事件健身房每天,zh-CN,zh-CN
7407,calendar_set,calendar_set,在星期四创建游泳活动并且让它重复,zh-CN,zh-CN
7408,calendar_set,calendar_set,设置一个事件生日快乐约翰重复在二零一七年一月二十一日,zh-CN,zh-CN
7409,calendar_set,calendar_set,周一安排一个活动健身日并不断重复,zh-CN,zh-CN
7410,calendar_set,calendar_set,设置二零一七年十二月二十五日圣诞节的重复事件,zh-CN,zh-CN
7411,calendar_set,calendar_set,下周通知所有的生日,zh-CN,zh-CN
7412,calendar_set,calendar_set,通知我下个月的节日,zh-CN,zh-CN
7413,calendar_set,calendar_set,提醒我所有明天的会议,zh-CN,zh-CN
7414,calendar_set,calendar_set,重复提醒我的圣诞节日程安排,zh-CN,zh-CN
7415,calendar_set,calendar_set,圣诞节重复提醒,zh-CN,zh-CN
7416,calendar_set,calendar_set,重复提醒我的圣诞节的约会,zh-CN,zh-CN
7417,calendar_set,calendar_set,星期日提醒我去弥撒,zh-CN,zh-CN
7418,calendar_set,calendar_set,这个星期五的会议,zh-CN,zh-CN
7419,calendar_set,calendar_set,周一家庭约会,zh-CN,zh-CN
7420,calendar_set,calendar_set,和朋友见面,zh-CN,zh-CN
7422,calendar_set,calendar_set,发送提醒给朋友,zh-CN,zh-CN
7423,calendar_set,calendar_set,星期一的会议,zh-CN,zh-CN
7425,calendar_query,calendar_query,给我显示那些提醒,zh-CN,zh-CN
7426,calendar_query,calendar_query,提醒我我设置的提醒,zh-CN,zh-CN
7427,calendar_query,calendar_query,给我提醒,zh-CN,zh-CN
7428,calendar_query,calendar_query,你能提供我的接下来的事件吗,zh-CN,zh-CN
7429,calendar_set,calendar_set,下周一的会议,zh-CN,zh-CN
7430,calendar_remove,calendar_remove,我希望从我的日程表中删除这个活动,zh-CN,zh-CN
7431,calendar_remove,calendar_remove,我要你取消这个事件,zh-CN,zh-CN
7432,calendar_set,calendar_set,建立日历事项,zh-CN,zh-CN
7433,calendar_set,calendar_set,地点是我的办公室,zh-CN,zh-CN
7434,calendar_remove,calendar_remove,删除我的日历上的下一个事件,zh-CN,zh-CN
7435,calendar_remove,calendar_remove,我可以请你把我日历上的下一个事件取消吗,zh-CN,zh-CN
7436,calendar_query,calendar_query,我需要知道我的下次行程的详细情况,zh-CN,zh-CN
7437,calendar_query,calendar_query,请提供下一次活动的详细信息,zh-CN,zh-CN
7438,calendar_query,calendar_query,我想知道我的下一个行程的细节,zh-CN,zh-CN
7439,calendar_set,calendar_set,这个周五与韩梅梅会面,zh-CN,zh-CN
7440,calendar_set,calendar_set,下周二和乔见面,zh-CN,zh-CN
7441,calendar_set,calendar_set,第二天与爱相见,zh-CN,zh-CN
7442,calendar_query,calendar_query,场地在哪里,zh-CN,zh-CN
7443,calendar_query,calendar_query,谁去参加派对,zh-CN,zh-CN
7444,calendar_query,calendar_query,派对的主题是什么,zh-CN,zh-CN
7446,calendar_set,calendar_set,我需要建一个仅和这几个人的事项,zh-CN,zh-CN
7447,calendar_set,calendar_set,你能仅仅用这些人创造一个新的活动吗,zh-CN,zh-CN
7448,calendar_set,calendar_set,你能安排和这个人会面吗,zh-CN,zh-CN
7451,calendar_set,calendar_set,请将这项活动添加到我的日历,zh-CN,zh-CN
7452,calendar_set,calendar_set,请问你能在我的日历上加一个事项吗,zh-CN,zh-CN
7453,calendar_set,calendar_set,我可以请你在我的日程表上增加一个新活动吗,zh-CN,zh-CN
7454,calendar_set,calendar_set,星期一前提醒我,zh-CN,zh-CN
7456,calendar_set,calendar_set,我今天下午两点有个会议请提醒我,zh-CN,zh-CN
7457,calendar_set,calendar_set,请把会议日程改到明天下午六点并通知成员,zh-CN,zh-CN
7459,calendar_set,calendar_set,和我的儿子一起创建日历事件,zh-CN,zh-CN
7460,calendar_set,calendar_set,多人活动,zh-CN,zh-CN
7462,calendar_set,calendar_set,我二十八日和世界银行集团有个约会请提醒我,zh-CN,zh-CN
7464,calendar_set,calendar_set,明天与爱人约会,zh-CN,zh-CN
7465,calendar_set,calendar_set,与爱人参加这个周五的派对,zh-CN,zh-CN
7466,calendar_query,calendar_query,告诉我现在正在发生的事件,zh-CN,zh-CN
7468,calendar_set,calendar_set,请提醒我今天要去洗衣店取衣服,zh-CN,zh-CN
7469,calendar_set,calendar_set,我今天有几个会议,zh-CN,zh-CN
7471,calendar_set,calendar_set,在七月十日设置一个我的结婚纪念日提醒,zh-CN,zh-CN
7472,alarm_set,alarm_set,设置十一月十号的闹钟,zh-CN,zh-CN
7473,calendar_set,calendar_set,提醒我今天下午五点和老师的会面,zh-CN,zh-CN
7475,calendar_set,calendar_set,给我和小组成员发一个通知提醒我们新的会议日期,zh-CN,zh-CN
7476,calendar_set,calendar_set,你能帮我看一下个星期四下午我有空吗如果有空添加一个提醒去美食节,zh-CN,zh-CN
7478,calendar_query,calendar_query,告诉我所有待处理的提醒,zh-CN,zh-CN
7479,calendar_query,calendar_query,给我看所有的会议提醒,zh-CN,zh-CN
7480,calendar_query,calendar_query,有没有任何提醒是最紧急的,zh-CN,zh-CN
7481,calendar_set,calendar_set,我想要一个每周重复的提醒,zh-CN,zh-CN
7482,calendar_set,calendar_set,请为我设置一个每天提醒,zh-CN,zh-CN
7483,calendar_set,calendar_set,为我设置一个每日提醒,zh-CN,zh-CN
7484,calendar_set,calendar_set,每周在我的日历上写一个提醒,zh-CN,zh-CN
7485,calendar_query,calendar_query,我的日历上有什么提醒吗,zh-CN,zh-CN
7487,calendar_query,calendar_query,给我一张所有提醒我的清单,zh-CN,zh-CN
7488,calendar_query,calendar_query,周三的预约,zh-CN,zh-CN
7489,calendar_set,calendar_set,别忘了提前一个小时提醒我明天下午五点与开发团队的会议,zh-CN,zh-CN
7490,calendar_set,calendar_set,明天早上提醒我周二的日程,zh-CN,zh-CN
7491,calendar_set,calendar_set,给今天晚上添加提醒去李强的商店取包裹,zh-CN,zh-CN
7492,calendar_query,calendar_query,本周的开放活动,zh-CN,zh-CN
7493,calendar_query,calendar_query,周末约会,zh-CN,zh-CN
7494,calendar_set,calendar_set,提醒我明天开会,zh-CN,zh-CN
7497,calendar_query,calendar_query,生日晚餐定在周五吗,zh-CN,zh-CN
7498,calendar_query,calendar_query,日历上是七月二日吗,zh-CN,zh-CN
7501,calendar_remove,calendar_remove,下一个事项已经取消,zh-CN,zh-CN
7504,calendar_query,calendar_query,明天上午十点谁会参加会议,zh-CN,zh-CN
7506,calendar_query,calendar_query,为我显示未来的活动,zh-CN,zh-CN
7507,calendar_query,calendar_query,今天我的日历上有多少个会议,zh-CN,zh-CN
7508,calendar_query,calendar_query,上次下午两点开会之后我的日程表上还有什么,zh-CN,zh-CN
7509,calendar_query,calendar_query,星期二在我的日历上游泳课后是什么,zh-CN,zh-CN
7510,calendar_remove,calendar_remove,活动,zh-CN,zh-CN
7511,calendar_query,calendar_query,明天是假期吗,zh-CN,zh-CN
7512,calendar_query,calendar_query,我今天有会吗,zh-CN,zh-CN
7513,calendar_query,calendar_query,今天是某人的生日或周年纪念日吗,zh-CN,zh-CN
7514,calendar_set,calendar_set,重复设置事项,zh-CN,zh-CN
7515,calendar_set,calendar_set,重复这个事件,zh-CN,zh-CN
7518,calendar_set,calendar_set,周四召开会议,zh-CN,zh-CN
7519,calendar_set,calendar_set,添加我的明天早上十点小米集团办公室的会议,zh-CN,zh-CN
7521,calendar_set,calendar_set,告诉我每天下午四点喝绿茶,zh-CN,zh-CN
7522,calendar_set,calendar_set,每天上午十一点提醒我跟老板的会议,zh-CN,zh-CN
7525,calendar_query,calendar_query,当罗兰今天见到我时他会对婚礼说些什么,zh-CN,zh-CN
7526,calendar_set,calendar_set,设定在一月二日关于恒大足球比赛,zh-CN,zh-CN
7527,calendar_set,calendar_set,三月二十三号我要去见我的姑姑,zh-CN,zh-CN
7529,calendar_set,calendar_set,请添加我的生日,zh-CN,zh-CN
7532,calendar_set,calendar_set,请把凤凰之声大剧院的音乐会加到日历上,zh-CN,zh-CN
7533,calendar_set,calendar_set,请在日历中加入在新丽华酒店举办的派对,zh-CN,zh-CN
7534,calendar_set,calendar_set,请将工作会议添加到日历中,zh-CN,zh-CN
7536,calendar_set,calendar_set,安排明天下午两点和经理会面,zh-CN,zh-CN
7537,calendar_set,calendar_set,安排一个和韩梅梅在周二下午三点的会面,zh-CN,zh-CN
7538,calendar_query,calendar_query,本周有什么,zh-CN,zh-CN
7540,calendar_query,calendar_query,这周我有多少时间,zh-CN,zh-CN
7543,calendar_remove,calendar_remove,去除下周我的日历上的所有事项,zh-CN,zh-CN
7544,calendar_remove,calendar_remove,删除明天所有的约会,zh-CN,zh-CN
7545,calendar_remove,calendar_remove,清除整个五月的日历,zh-CN,zh-CN
7546,calendar_set,calendar_set,把迈克的三月三日的生日加到我的日历上,zh-CN,zh-CN
7547,calendar_set,calendar_set,标注一下四月四日是爸爸的退休晚宴,zh-CN,zh-CN
7548,calendar_set,calendar_set,在我的日历上加上妈妈的时尚晚宴五月五日,zh-CN,zh-CN
7550,calendar_set,calendar_set,安排今天上午的会议,zh-CN,zh-CN
7551,news_query,news_query,昨天下午三点到四点发生了什么事,zh-CN,zh-CN
7552,news_query,news_query,告诉我今天上午八点到九点发生了什么事,zh-CN,zh-CN
7553,calendar_set,calendar_set,我今天想要和某人的会议,zh-CN,zh-CN
7554,calendar_set,calendar_set,告诉人我今天想见他,zh-CN,zh-CN
7560,calendar_set,calendar_set,确保提醒我明天早上支付我的账单,zh-CN,zh-CN
7561,calendar_set,calendar_set,提醒我明天七点的办公室会议,zh-CN,zh-CN
7562,calendar_set,calendar_set,提醒我明天去开会议,zh-CN,zh-CN
7564,calendar_set,calendar_set,马克和我一起参加四月五日那些年，我们一起追的女孩,zh-CN,zh-CN
7566,calendar_set,calendar_set,会议最新提醒,zh-CN,zh-CN
7568,calendar_set,calendar_set,入会日期,zh-CN,zh-CN
7572,calendar_set,calendar_set,提醒我当我到了,zh-CN,zh-CN
7573,calendar_set,calendar_set,在地点上提醒我,zh-CN,zh-CN
7574,calendar_set,calendar_set,当联系人打电话时提醒我,zh-CN,zh-CN
7575,calendar_set,calendar_set,重复生日,zh-CN,zh-CN
7576,calendar_set,calendar_set,每天重复,zh-CN,zh-CN
7577,alarm_set,alarm_set,重复闹钟,zh-CN,zh-CN
7578,calendar_set,calendar_set,让李雷十日和我一起去五楼开会议,zh-CN,zh-CN
7579,calendar_set,calendar_set,在我的日历上下个没事的日子预订到老张那剪头发,zh-CN,zh-CN
7580,calendar_set,calendar_set,请设一个提醒让我在今晚开会的间隙打电话给我姐妹商量大学基金的事,zh-CN,zh-CN
7581,calendar_query,calendar_query,列出我今天的会议,zh-CN,zh-CN
7582,calendar_set,calendar_set,提醒我开会议,zh-CN,zh-CN
7584,calendar_query,calendar_query,请查一下你的日程表我有事要做,zh-CN,zh-CN
7585,calendar_set,calendar_set,请在日历中添加活动,zh-CN,zh-CN
7586,calendar_set,calendar_set,在日历中添加事件,zh-CN,zh-CN
7587,calendar_set,calendar_set,准时提醒我,zh-CN,zh-CN
7588,calendar_set,calendar_set,我有一个活动定闹钟提醒我,zh-CN,zh-CN
7589,calendar_set,calendar_set,我有个活动钟提醒我,zh-CN,zh-CN
7590,calendar_query,calendar_query,今天从上午九点到下午五点我有多少个会议,zh-CN,zh-CN
7591,calendar_query,calendar_query,我的午休时间是什么时候,zh-CN,zh-CN
7592,calendar_query,calendar_query,从四点到六点我什么时候有空,zh-CN,zh-CN
7593,calendar_set,calendar_set,十分钟内提醒我关灯,zh-CN,zh-CN
7594,calendar_set,calendar_set,设置十五分钟的更换洗衣物提醒,zh-CN,zh-CN
7597,calendar_set,calendar_set,请为我们的商务旅行安排常规的会面活动,zh-CN,zh-CN
7599,calendar_query,calendar_query,下周有什么活动呢,zh-CN,zh-CN
7600,calendar_query,calendar_query,我下周有什么活动吗,zh-CN,zh-CN
7601,calendar_set,calendar_set,为周二我与李雷的会议设置一个提醒,zh-CN,zh-CN
7602,calendar_set,calendar_set,为下星期五与丈夫的约会夜设置提醒,zh-CN,zh-CN
7603,alarm_set,alarm_set,定个周六早上八点足球训练的闹钟,zh-CN,zh-CN
7604,calendar_query,calendar_query,老王的生日是什么时候,zh-CN,zh-CN
7605,calendar_query,calendar_query,什么时候是泼水节,zh-CN,zh-CN
7607,calendar_set,calendar_set,离和韩梅梅在会议室的会面还有十分钟,zh-CN,zh-CN
7608,calendar_set,calendar_set,问李雷和韩梅梅他们是否能参加明天的上午十一点的会议,zh-CN,zh-CN
7610,alarm_remove,alarm_remove,移除明天的闹钟,zh-CN,zh-CN
7611,calendar_remove,calendar_remove,取消今天的所有会议,zh-CN,zh-CN
7612,calendar_query,calendar_query,告诉我今天的发生的活动,zh-CN,zh-CN
7614,calendar_query,calendar_query,告诉我即将发生的事项的,zh-CN,zh-CN
7615,calendar_query,calendar_query,跟我说说星期五的下一场大卫的曲棍球比赛,zh-CN,zh-CN
7618,calendar_set,calendar_set,一小时前提醒我下次与乔的会面,zh-CN,zh-CN
7619,calendar_set,calendar_set,我下次什么时候再见李雷,zh-CN,zh-CN
7621,calendar_remove,calendar_remove,删除我全部的日历活动,zh-CN,zh-CN
7622,calendar_remove,calendar_remove,你能把我的日历上的所有的活动都删除吗,zh-CN,zh-CN
7623,calendar_set,calendar_set,每年加上生日,zh-CN,zh-CN
7624,calendar_set,calendar_set,提醒我这周末早上九点付电费,zh-CN,zh-CN
7625,calendar_set,calendar_set,设置一个提醒闹钟给星期六上午九点说支付电费,zh-CN,zh-CN
7626,calendar_set,calendar_set,记下来交电费并在周六早上九点提醒我,zh-CN,zh-CN
7629,calendar_set,calendar_set,提醒我明天的会议,zh-CN,zh-CN
7632,calendar_set,calendar_set,你能把每周五的中午祷告安排在十二点吗,zh-CN,zh-CN
7633,calendar_set,calendar_set,我要你把每周五的中午祈祷安排在十二点,zh-CN,zh-CN
7634,calendar_set,calendar_set,接下来的三个星期天提醒我中午有瑜伽课,zh-CN,zh-CN
7635,calendar_set,calendar_set,为这周日和接下来的两个周日安排一个活动我在下午十二点有瑜伽课,zh-CN,zh-CN
7636,calendar_set,calendar_set,在接下来的三个星期天把中午的瑜伽课加到我的日程表上,zh-CN,zh-CN
7637,calendar_set,calendar_set,九月四日生日,zh-CN,zh-CN
7638,calendar_set,calendar_set,添加牙医预约周五五点,zh-CN,zh-CN
7639,calendar_set,calendar_set,在周六下午四点的预约中增加理发,zh-CN,zh-CN
7640,calendar_query,calendar_query,本月的前十五天我都去了哪些地方,zh-CN,zh-CN
7641,weather_query,weather_query,告诉我最近五天的天气情况,zh-CN,zh-CN
7642,weather_query,weather_query,给我看一下接下来三十三天的天气预报,zh-CN,zh-CN
7643,calendar_query,calendar_query,即将举行的活动是什么,zh-CN,zh-CN
7644,calendar_query,calendar_query,朗读接下来的活动,zh-CN,zh-CN
7645,calendar_set,calendar_set,提醒即将到来的活动,zh-CN,zh-CN
7647,calendar_query,calendar_query,告诉我任何待处理的提醒,zh-CN,zh-CN
7648,calendar_remove,calendar_remove,从日历中删除事件,zh-CN,zh-CN
7649,calendar_remove,calendar_remove,从日历中删除所有事件,zh-CN,zh-CN
7650,calendar_set,calendar_set,在这个事件之前设置通知,zh-CN,zh-CN
7651,calendar_set,calendar_set,在事件之前设置这个,zh-CN,zh-CN
7652,calendar_set,calendar_set,在这个事件之前设置通知,zh-CN,zh-CN
7656,calendar_set,calendar_set,艾利克斯给我看今天要做的事的列表,zh-CN,zh-CN
7657,calendar_set,calendar_set,给我今天的待办事项清单,zh-CN,zh-CN
7658,calendar_set,calendar_set,alexa 今天我的日程表上有什么,zh-CN,zh-CN
7659,calendar_query,calendar_query,列出今天下午三点后的所有预约,zh-CN,zh-CN
7661,calendar_query,calendar_query,今天下午三点以后我的日程安排是怎样的,zh-CN,zh-CN
7663,calendar_query,calendar_query,你能读我的今天的会面吗,zh-CN,zh-CN
7667,calendar_set,calendar_set,每周五在我的日程表上重复这个事件,zh-CN,zh-CN
7668,calendar_set,calendar_set,接下来的一周每天上午十点重复这个活动,zh-CN,zh-CN
7669,calendar_set,calendar_set,告诉我我母亲的生日是什么时候,zh-CN,zh-CN
7670,calendar_set,calendar_set,提醒我我的周年纪念日,zh-CN,zh-CN
7671,calendar_query,calendar_query,我的接下来的事件是什么,zh-CN,zh-CN
7672,calendar_query,calendar_query,列出我即将举行的活动,zh-CN,zh-CN
7673,calendar_query,calendar_query,看看我近期的活动,zh-CN,zh-CN
7674,calendar_set,calendar_set,为即将召开的会议设置提醒,zh-CN,zh-CN
7677,calendar_query,calendar_query,告诉更多关于这个事件的信息,zh-CN,zh-CN
7678,calendar_query,calendar_query,安排这个活动的目的是什么,zh-CN,zh-CN
7679,calendar_query,calendar_query,再多说点这个事项,zh-CN,zh-CN
7681,calendar_remove,calendar_remove,删除我这周与史密斯医生的所有预约,zh-CN,zh-CN
7683,calendar_set,calendar_set,把这个事件添加到我的日历中,zh-CN,zh-CN
7685,calendar_set,calendar_set,把迈克和杰克加到节日日历上,zh-CN,zh-CN
7687,calendar_set,calendar_set,老王和老张应该被加到过节的日历上,zh-CN,zh-CN
7689,calendar_query,calendar_query,我有没有请你提醒我什么,zh-CN,zh-CN
7691,calendar_query,calendar_query,我想知道更多关于年度茶话会的细节,zh-CN,zh-CN
7692,calendar_query,calendar_query,查阅更多关于年度茶话会的信息,zh-CN,zh-CN
7694,calendar_query,calendar_query,下星期五有什么有趣的事情发生,zh-CN,zh-CN
7696,calendar_remove,calendar_remove,删除定于十月四日下午十二点召开的会议,zh-CN,zh-CN
7698,calendar_set,calendar_set,今后再提醒我这个,zh-CN,zh-CN
7700,calendar_remove,calendar_remove,清除我的整个日历,zh-CN,zh-CN
7701,calendar_remove,calendar_remove,删除我日历中的所有事件,zh-CN,zh-CN
7702,calendar_remove,calendar_remove,清除我的日程,zh-CN,zh-CN
7704,calendar_set,calendar_set,给明天的会议上午十点的打开提醒,zh-CN,zh-CN
7705,calendar_set,calendar_set,提醒我的明天上午十点有个会议,zh-CN,zh-CN
7706,calendar_set,calendar_set,我明天早晨十点有个会议请提醒我一下,zh-CN,zh-CN
